MAE_norm,RMSE_norm,MAPE_norm (%),Precisión_norm (%),MAE_usd,RMSE_usd,MAPE_usd (%),Precisión_usd (%)
0.019728583349100784,0.025545168122642115,11.514682250698922,88.48531774930107,0.0005977760754777536,0.0007740185941160574,0.2186962406665397,99.78130375933345
