loss,val_loss
0.014031783677637577,0.0024011305067688227
0.0032993166241794825,0.0013460918562486768
0.0024226042442023754,0.0012911378871649504
0.0021262969821691513,0.0013207771116867661
0.002107591601088643,0.0013380615273490548
0.0019801664166152477,0.0011936906957998872
0.0018514826660975814,0.0012072240933775902
0.001796421711333096,0.0011301235063001513
0.0018786403816193342,0.0012153413845226169
0.0018064450705423951,0.0011547127505764365
0.0016886787489056587,0.0010188508313149214
0.0016156360507011414,0.0010050579439848661
0.001542782410979271,0.0010652717901393771
0.0015420662239193916,0.0010629907483235002
0.0016436745645478368,0.0009689097059890628
0.001590806059539318,0.0009475662955082953
0.0015314380871132016,0.0010258702095597982
0.0015992620028555393,0.0013658441603183746
0.001649233396165073,0.0010782325407490134
0.0015931135276332498,0.0008785998797975481
0.0014224289916455746,0.0009011916117742658
0.00167921744287014,0.001183466985821724
0.0014228837098926306,0.0008521476411260664
0.0013431495754048228,0.0008214715635403991
0.0014508169842883945,0.0008340611238963902
0.001444049528799951,0.0008032686891965568
0.0013223508140072227,0.0008393079624511302
0.0014095017686486244,0.0008326594834215939
0.0014024705160409212,0.0007726052426733077
0.0013411511899903417,0.0007560523808933794
0.001329123042523861,0.0007563165854662657
0.0013046079548075795,0.0007860248442739248
0.0013144916156306863,0.0007341117598116398
0.0013775466941297054,0.0007553304312750697
0.001307919155806303,0.000788117409683764
0.0012451807269826531,0.000746269419323653
0.0012696655467152596,0.000805224641226232
0.001341194030828774,0.0010740204015746713
0.0015448228223249316,0.00093542889226228
0.0013610132737085223,0.0009648948907852173
0.001351958722807467,0.000714719295501709
0.0013358095893636346,0.0007726605399511755
0.0011755862506106496,0.0007173720514401793
0.0011551566421985626,0.0006893224781379104
0.0012493975227698684,0.0006885593174956739
0.001379287801682949,0.0006754367495886981
0.0012462938902899623,0.0006727807340212166
0.0012916545383632183,0.000753504631575197
0.0012038707500323653,0.0007529378635808825
0.0011252951808273792,0.0006525556091219187
