MAE_norm,RMSE_norm,MAPE_norm (%),Precision_norm (%),MAE_usd,RMSE_usd,MAPE_usd (%),Precision_usd (%),windows
0.1925441379252135,0.2325492511454103,17.887095464121273,82.11290453587873,8.543558018742896,10.308751827819632,0.028455285641277514,99.97154471435873,2
