MAE_norm,RMSE_norm,MAPE_norm (%),Precisión_norm (%),MAE_usd,RMSE_usd,MAPE_usd (%),Precisión_usd (%)
0.08212661582907685,0.10662652350120837,9.563208668967757,90.43679133103224,5.768078278515896,7.4888040608054975,0.01920518695535986,99.98079481304464
