loss,val_loss
0.06406557559967041,0.007092908024787903
0.04003724455833435,0.009085339494049549
0.03246910125017166,0.029863974079489708
0.02099284529685974,0.08177916705608368
0.027877038344740868,0.09855882078409195
0.03002535179257393,0.07667530328035355
0.02652239426970482,0.03915983438491821
0.019549107179045677,0.010959362611174583
0.01768328621983528,0.004740958102047443
0.020186644047498703,0.005347413010895252
0.02137567475438118,0.0050895195454359055
0.01875483989715576,0.008927090093493462
0.016517486423254013,0.015956653282046318
0.015766417607665062,0.021496344357728958
0.016521738842129707,0.022842083126306534
0.01689867302775383,0.019924839958548546
0.014624940231442451,0.013517963699996471
0.014603477902710438,0.007245627697557211
0.013646936044096947,0.00582240941002965
0.01339468639343977,0.006937454454600811
0.013747167773544788,0.006483971141278744
0.014003284275531769,0.0066567109897732735
0.013654718175530434,0.00964334700256586
0.01188173983246088,0.011688971891999245
0.013658854179084301,0.01097269169986248
0.014686147682368755,0.008003903552889824
0.01313252467662096,0.006912762764841318
0.013306667096912861,0.00802962202578783
0.014175260439515114,0.008402247913181782
0.01087337639182806,0.007330402731895447
0.012037290260195732,0.00795971229672432
0.013511858880519867,0.010022180154919624
0.01166695449501276,0.011514753103256226
0.012644832953810692,0.011731909587979317
0.01290504913777113,0.011367952451109886
0.01274039875715971,0.008972777985036373
0.011398346163332462,0.007523695472627878
0.01352122612297535,0.0074541764333844185
0.012423805892467499,0.008288124576210976
0.012745797634124756,0.01363161951303482
0.011816066689789295,0.01993844099342823
0.01306066382676363,0.019026946276426315
0.013417787849903107,0.013449412770569324
0.012543851509690285,0.008563460782170296
0.011697793379426003,0.008325095288455486
0.011012844741344452,0.009136991575360298
0.012620514258742332,0.009147273376584053
0.01103662047535181,0.008605568669736385
0.013151729479432106,0.008974493481218815
0.010680572129786015,0.008766180835664272
