MAE_norm,RMSE_norm,MAPE_norm (%),Precisión_norm (%),MAE_usd,RMSE_usd,MAPE_usd (%),Precisión_usd (%)
0.08308570773987185,0.09362788531884277,9.956094895970752,90.04390510402925,5.835439111078449,6.575858095687088,0.019430528047414103,99.98056947195259
