MAE_norm,RMSE_norm,MAPE_norm (%),Precisión_norm (%),MAE_usd,RMSE_usd,MAPE_usd (%),Precisión_usd (%)
0.07496332617191684,0.08745529830159803,8.893619898267554,91.10638010173244,5.264972007095276,6.142332803831214,0.017530684155366853,99.98246931584464
