loss,val_loss
0.141750767827034,0.19794176518917084
0.03235927224159241,0.00546341622248292
0.04759880527853966,0.01745312288403511
0.028698977082967758,0.08277777582406998
0.02320004440844059,0.14864854514598846
0.031966425478458405,0.16469457745552063
0.03354717046022415,0.1335899382829666
0.028210997581481934,0.0831739753484726
0.021882452070713043,0.03792078420519829
0.01969471201300621,0.014457127079367638
0.022791018709540367,0.009324578568339348
0.02213772013783455,0.010912078432738781
0.020352128893136978,0.019807305186986923
0.020187964662909508,0.03148846700787544
0.017886361107230186,0.037489086389541626
0.01748468540608883,0.033865902572870255
0.0179597157984972,0.02474985644221306
0.018168842419981956,0.015021574683487415
0.015758590772747993,0.007923847995698452
0.01828582212328911,0.005628407932817936
0.016432689502835274,0.00603316817432642
0.016189048066735268,0.00782638881355524
0.015339670702815056,0.01040993444621563
0.015100518241524696,0.011680170893669128
0.017246222123503685,0.010587671771645546
0.012907219119369984,0.009685360826551914
0.015465403907001019,0.009156833402812481
0.014739548787474632,0.007824788801372051
0.015342684462666512,0.007410051766782999
0.014205927029252052,0.00835629552602768
0.01382684987038374,0.011446523480117321
0.0134890703484416,0.012393947690725327
0.013642853125929832,0.010824565775692463
0.013101642951369286,0.00874797347933054
0.013308912515640259,0.008258536458015442
0.013030359521508217,0.008245776407420635
0.013927936553955078,0.009529640898108482
0.01183224469423294,0.014761582016944885
0.01294038724154234,0.016454558819532394
0.012240760028362274,0.013199793174862862
0.013256469741463661,0.010465705767273903
0.012052585370838642,0.008373044431209564
0.012185303494334221,0.00799575261771679
0.013949272222816944,0.00886682141572237
0.010885411873459816,0.01207910105586052
0.013979457318782806,0.013766308315098286
0.012906643562018871,0.009342929348349571
0.01164291612803936,0.008476999588310719
0.012500224635004997,0.009824124164879322
0.012542009353637695,0.009537841193377972
