MAE_norm,RMSE_norm,MAPE_norm (%),Precisión_norm (%),MAE_usd,RMSE_usd,MAPE_usd (%),Precisión_usd (%)
0.0867648086838642,0.09766187357135113,10.661074188175215,89.33892581182478,6.0938369766825415,6.85918110589755,0.020291818128591314,99.9797081818714
