MAE_norm,RMSE_norm,MAPE_norm (%),Precision_norm (%),MAE_usd,RMSE_usd,MAPE_usd (%),Precision_usd (%),windows
0.022281852833744842,0.029084552965386083,328140.4244480499,-328040.4244480499,0.0006483817777810038,0.0008440845370827824,0.23907184454109837,99.7609281554589,8
